Report generated on: 04-19-2021 22:48:19
"API","","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.33-12-GRC-BKWH.A","            Hydroelectricity (billion kWh)","1.751","3.068","2.181","2.26","2.573","3.494","4.305","3.84318","3.68","4.546","3.656","2.076","2.772","4.718","4.625","4.967","5.806","2.565","3.279","5.32","7.431","3.998","4.387","6.337","4.464","5.782","5.543","3.962"
"INTL.34-12-GRC-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.002","0.002","0.145","0.139","0.113","0.138","0.153","0.149","0.23","0.358","0.614","0.938","0.885","1.267","1.385","1.489","1.839","2.028","2.457","2.83","3.191","4.245","4.935","8.088","7.801","8.864","9.558","9.838"
"INTL.35-12-GRC-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GRC-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.005","0.05","0.158","0.61","1.51","3.648","3.792","3.9","3.93","3.991"
"INTL.117-12-GRC-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GRC-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.005","0.05","0.158","0.61","1.51","3.648","3.792","3.9","3.93","3.991"
"INTL.37-12-GRC-BKWH.A","                Wind (billion kWh)","0.002","0.002","0.008","0.047","0.037","0.034","0.038","0.036","0.07","0.162","0.451","0.756","0.651","1.021","1.121","1.266","1.699","1.818","2.242","2.543","2.714","3.315","3.161","4.139","3.689","4.621","5.146","5.537"
"INTL.38-12-GRC-BKWH.A","                Biomass and waste (billion kWh)","0","0","0.137","0.092","0.076","0.104","0.115","0.113","0.16","0.196","0.163","0.182","0.234","0.246","0.263","0.222","0.139","0.209","0.21","0.237","0.319","0.32","0.264","0.301","0.32","0.343","0.482","0.31"
"INTL.82-12-GRC-BKWH.A","        Hydroelectric pumped storage (billion kWh)","-0.097","-0.03","-0.079","-0.111","-0.104","-0.109","-0.067","-0.091","-0.063","-0.101","-0.179","-0.269","-0.283","-0.241","-0.225","-0.248","-0.261","-0.337","-0.359","-0.116","-0.011","-0.116","-0.081","-0.016","-0.056","-0.022","-0.01","-0.033"
"INTL.2-2-GRC-BKWH.A","    Consumption (billion kWh)","30.526","31.482","32.96","33.652","35.206","36.53","38.115","39.83618","41.983","43.4","45.97792","47.33954","49.5354","51.67068","52.99664","54.13574","55.8125","58.35748","59.65142","58.8956","56.44704","56.40004","56.9414","52.5202","52.66204","53.9854","56.88704","57.80672"
"","Greenland","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GRL-BKWH.A","    Generation (billion kWh)","0.207","0.202","0.203","0.237","0.24","0.242","0.243","0.258","0.264","0.448","0.421","0.388","0.382","0.33","0.33582","0.34964","0.38212","0.38824","0.40034","0.4248","0.41426","0.45062","0.43882","0.45014","0.47566","0.51018","0.48066","0.46766"
"INTL.27-12-GRL-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GRL-BKWH.A","        Fossil fuels (billion kWh)","0.207","0.202","0.203","0.237","0.24","0.242","0.243","0.258","0.264","0.277","0.25","0.23","0.2","0.15","0.14382","0.14664","0.18612","0.18424","0.19834","0.1598","0.12126","0.11562","0.09682","0.07614","0.08366","0.09118","0.08366","0.08366"
"INTL.29-12-GRL-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0.171","0.171","0.158","0.182","0.18","0.192","0.203","0.196","0.204","0.202","0.265","0.293","0.335","0.342","0.374","0.392","0.419","0.397","0.384"
"INTL.33-12-GRL-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0.171","0.171","0.158","0.182","0.18","0.192","0.203","0.196","0.204","0.202","0.265","0.293","0.335","0.342","0.374","0.392","0.419","0.397","0.384"
"INTL.34-12-GRL-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GRL-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GRL-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.117-12-GRL-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GRL-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-GRL-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-GRL-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-GRL-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GRL-BKWH.A","    Consumption (billion kWh)","0.19251","0.18786","0.18879","0.22041","0.2232","0.22506","0.22599","0.23994","0.24552","0.41664","0.39153","0.36084","0.35526","0.3069","0.28482","0.29664","0.32412","0.32824","0.33834","0.3608","0.35126","0.38362","0.37282","0.38214","0.40566","0.43718","0.46466","0.45166"
"","Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GRD-BKWH.A","    Generation (billion kWh)","0.052","0.056","0.059","0.061","0.066","0.089","0.095","0.1","0.111","0.119","0.131","0.143","0.149019","0.159214","0.15","0.147307","0.167162","0.178765","0.189925","0.195489","0.203504","0.2001","0.1961","0.1941","0.200941","0.194538","0.205513","0.210285"
"INTL.27-12-GRD-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GRD-BKWH.A","        Fossil fuels (billion kWh)","0.052","0.056","0.059","0.061","0.066","0.089","0.095","0.1","0.111","0.119","0.131","0.143","0.149019","0.159214","0.15","0.147307","0.167162","0.178665","0.189825","0.195389","0.201404","0.197","0.193","0.191","0.194","0.193","0.203","0.207"
"INTL.29-12-GRD-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0021","0.0031","0.0031","0.0031","0.006941","0.001538","0.002513","0.003285"
"INTL.33-12-GRD-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-GRD-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0021","0.0031","0.0031","0.0031","0.006941","0.001538","0.002513","0.003285"
"INTL.35-12-GRD-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GRD-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.000941","0.001338","0.002313","0.003085"
"INTL.117-12-GRD-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GRD-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.000941","0.001338","0.002313","0.003085"
"INTL.37-12-GRD-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.003","0.003","0.003","0.006","0.0002","0.0002","0.0002"
"INTL.38-12-GRD-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-GRD-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GRD-BKWH.A","    Consumption (billion kWh)","0.045","0.05","0.053","0.055","0.06","0.081","0.086","0.091","0.101","0.105","0.114","0.124","0.129019","0.138214","0.13","0.131307","0.151162","0.171765","0.173925","0.177489","0.186504","0.1841","0.1811","0.1791","0.185941","0.177538","0.187513","0.192285"
"","Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GLP-BKWH.A","    Generation (billion kWh)","0.732","0.805","0.877","0.9327","0.9817","0.9837","1.091","1.173","1.182","1.185","1.273","1.26","1.218","1.309","1.563","1.573","1.64","1.716","1.699","1.679","1.678","1.695","1.634","1.587","1.603726","1.641465","1.631794","1.649462"
"INTL.27-12-GLP-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GLP-BKWH.A","        Fossil fuels (billion kWh)","0.702","0.775","0.847","0.902","0.951","0.953","1.06","1.138","1.142","1.145","1.147","1.152","1.09","1.095","1.329","1.355","1.416","1.489","1.488","1.46","1.46","1.462","1.43","1.385","1.386","1.432","1.435","1.44"
"INTL.29-12-GLP-BKWH.A","        Renewables (billion kWh)","0.03","0.03","0.03","0.0307","0.0307","0.0307","0.031","0.035","0.04","0.04","0.126","0.108","0.128","0.214","0.234","0.218","0.224","0.227","0.211","0.219","0.218","0.233","0.204","0.202","0.217726","0.209465","0.196794","0.209462"
"INTL.33-12-GLP-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-GLP-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.03","0.03","0.03","0.0307","0.0307","0.0307","0.031","0.035","0.04","0.04","0.126","0.108","0.128","0.214","0.234","0.218","0.224","0.227","0.211","0.219","0.218","0.233","0.204","0.202","0.217726","0.209465","0.196794","0.209462"
"INTL.35-12-GLP-BKWH.A","                Geothermal (billion kWh)","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0","0"
"INTL.36-12-GLP-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.003","0.005","0.017","0.033","0.092","0.099","0.102726","0.101465","0.093794","0.092462"
"INTL.117-12-GLP-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GLP-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.003","0.005","0.017","0.033","0.092","0.099","0.102726","0.101465","0.093794","0.092462"
"INTL.37-12-GLP-BKWH.A","                Wind (billion kWh)","0","0","0","0.0007","0.0007","0.0007","0.001","0.005","0.01","0.01","0.02","0.02","0.03","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.04","0.045","0.05","0.057","0.055","0.052","0.053","0.051"
"INTL.38-12-GLP-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0.076","0.058","0.068","0.064","0.084","0.068","0.074","0.075","0.058","0.064","0.061","0.055","0.062","0.046","0.06","0.056","0.05","0.066"
"INTL.82-12-GLP-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GLP-BKWH.A","    Consumption (billion kWh)","0.68076","0.74865","0.81561","0.867411","0.912981","0.914841","1.01463","1.09089","1.09926","1.10205","1.18389","1.1718","1.13274","1.21737","1.45359","1.46289","1.5252","1.59588","1.58007","1.56147","1.56054","1.57635","1.51962","1.47591","1.49146518","1.52656245","1.51756842","1.53399966"
"","Guam","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GUM-BKWH.A","    Generation (billion kWh)","1.286446","1.393476","1.4318","1.579283","1.668871","1.618677","1.73498","1.745462","1.765999","1.814","1.8497605","1.85","1.633","1.684","1.775","1.793","1.789384","1.767374","1.764301","1.7551","1.7582","1.7342","1.6846","1.674","1.625618","1.65388","1.722343","1.756632"
"INTL.27-12-GUM-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GUM-BKWH.A","        Fossil fuels (billion kWh)","1.286446","1.393476","1.4318","1.579283","1.668871","1.618677","1.73498","1.745462","1.765999","1.814","1.8497605","1.85","1.633","1.684","1.775","1.793","1.789384","1.767374","1.764301","1.755","1.758","1.734","1.684","1.672","1.623","1.623","1.656","1.697"
"INTL.29-12-GUM-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0002","0.0002","0.0006","0.002","0.002618","0.03088","0.066343","0.059632"
"INTL.33-12-GUM-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-GUM-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0002","0.0002","0.0006","0.002","0.002618","0.03088","0.066343","0.059632"
"INTL.35-12-GUM-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GUM-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0002","0.0002","0.0006","0.002","0.002618","0.03088","0.066343","0.059632"
"INTL.117-12-GUM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GUM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0002","0.0002","0.0006","0.002","0.002618","0.03088","0.066343","0.059632"
"INTL.37-12-GUM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-GUM-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-GUM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GUM-BKWH.A","    Consumption (billion kWh)","1.19639478","1.29593268","1.331574","1.46873319","1.55205003","1.50536961","1.6135314","1.62327966","1.64237907","1.68702","1.7408605","1.7365","1.533","1.5268","1.5888","1.6353","1.643984","1.628074","1.626001","1.6169","1.6265","1.606","1.4706","1.5734","1.541218","1.57458","1.641443","1.672732"
"","Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GTM-BKWH.A","    Generation (billion kWh)","2.583","2.781","2.803","2.926","3.118","3.44801","3.29729","3.39457","4.26113","5.17806","6.02758","5.82818","6.14208","7.64878","6.74742","8.291","8.294","9.022","8.448","8.635","8.6509","8.93666","9.49874","10.22008","10.81266","11.33376","12.05964","12.62215"
"INTL.27-12-GTM-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GTM-BKWH.A","        Fossil fuels (billion kWh)","0.172","0.325","0.648","0.655","0.71","1.123","1.002","1.045","2.039","2.12","2.7448","2.86418","3.39058","3.37178","2.57842","3.973","3.688","4.311","3.654","4.328","3.0221","3.07286","3.07474","3.22608","3.42066","4.61446","4.70564","3.6378"
"INTL.29-12-GTM-BKWH.A","        Renewables (billion kWh)","2.411","2.456","2.155","2.271","2.408","2.32501","2.29529","2.34957","2.22213","3.05806","3.28278","2.964","2.7515","4.277","4.169","4.318","4.606","4.711","4.794","4.307","5.6288","5.8638","6.424","6.994","7.392","6.7193","7.354","8.98435"
"INTL.33-12-GTM-BKWH.A","            Hydroelectricity (billion kWh)","2.126","2.126","1.791","1.903","2.022","1.88001","1.85229","1.82457","2.06613","2.27106","2.49678","2.178","1.9305","2.647","2.539","2.91","3.27","3.001","3.638","2.913","3.811","4.132","4.463","4.648","4.84","3.872","3.992","5.80635"
"INTL.34-12-GTM-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.285","0.33","0.364","0.368","0.386","0.445","0.443","0.525","0.156","0.787","0.786","0.786","0.821","1.63","1.63","1.408","1.336","1.71","1.156","1.394","1.8178","1.7318","1.961","2.346","2.552","2.8473","3.362","3.178"
"INTL.35-12-GTM-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0.03","0.2","0.2","0.2","0.2","0.2","0.2","0.16","0.163","0.263","0.294","0.28","0.259","0.237","0.246","0.212","0.247","0.252","0.289","0.253"
"INTL.36-12-GTM-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0008","0.0008","0.002","0.004","0.007","0.15","0.193","0.199"
"INTL.117-12-GTM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GTM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0008","0.0008","0.002","0.004","0.007","0.15","0.193","0.199"
"INTL.37-12-GTM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1073","0.215","0.218"
"INTL.38-12-GTM-BKWH.A","                Biomass and waste (billion kWh)","0.285","0.33","0.364","0.368","0.386","0.445","0.443","0.525","0.126","0.587","0.586","0.586","0.621","1.43","1.43","1.248","1.173","1.447","0.862","1.114","1.558","1.494","1.713","2.13","2.298","2.338","2.665","2.508"
"INTL.82-12-GTM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GTM-BKWH.A","    Consumption (billion kWh)","2.256","2.458","2.461","2.545","2.722","2.99701","2.70729","2.56057","3.30813","4.16406","3.82958","4.24018","4.38308","6.22078","5.23142","6.533","7.267","7.71223","7.161","7.287","7.6869","7.90466","8.25374","8.62408","8.93666","9.49076","10.03864","10.13915"
"","Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GIN-BKWH.A","    Generation (billion kWh)","0.495","0.5","0.502","0.507","0.509","0.522","0.527","0.62","0.643","0.725","0.743","0.933","0.984","0.865","0.942","0.881","0.843","0.942","0.967","0.9629","0.9199","0.8499","0.7069","0.644","0.696","1.599","2.23284","2.479053"
"INTL.27-12-GIN-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GIN-BKWH.A","        Fossil fuels (billion kWh)","0.322","0.324","0.324","0.327","0.327","0.331","0.332","0.335","0.336","0.334","0.337","0.387","0.395","0.469","0.393","0.392","0.387","0.409","0.443","0.445","0.437","0.436","0.22","0.162","0.269","0.697","1.128","1.246"
"INTL.29-12-GIN-BKWH.A","        Renewables (billion kWh)","0.173","0.176","0.178","0.18","0.182","0.191","0.195","0.285","0.307","0.391","0.406","0.546","0.589","0.396","0.549","0.489","0.456","0.533","0.524","0.5179","0.4829","0.4139","0.4869","0.482","0.427","0.902","1.10484","1.233053"
"INTL.33-12-GIN-BKWH.A","            Hydroelectricity (billion kWh)","0.173","0.176","0.178","0.18","0.182","0.191","0.195","0.285","0.307","0.391","0.406","0.546","0.589","0.396","0.549","0.489","0.456","0.533","0.524","0.517","0.482","0.413","0.486","0.477","0.422","0.881","1.08384","1.212053"
"INTL.34-12-GIN-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0009","0.0009","0.0009","0.0009","0.005","0.005","0.021","0.021","0.021"
"INTL.35-12-GIN-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GIN-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0009","0.0009","0.0009","0.0009","0.005","0.005","0.021","0.021","0.021"
"INTL.117-12-GIN-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GIN-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0009","0.0009","0.0009","0.0009","0.005","0.005","0.021","0.021","0.021"
"INTL.37-12-GIN-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-GIN-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-GIN-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GIN-BKWH.A","    Consumption (billion kWh)","0.46035","0.465","0.46686","0.47151","0.47337","0.48546","0.49011","0.5766","0.59799","0.67425","0.69099","0.86769","0.91512","0.80445","0.87606","0.81933","0.78399","0.87606","0.89931","0.895497","0.855507","0.790407","0.657417","0.59892","0.64728","1.48707","2.0765412","2.30551929"
"","Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GNB-BKWH.A","    Generation (billion kWh)","0.038","0.039","0.041","0.044","0.046","0.047","0.048","0.05","0.05","0.051","0.03","0.03","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.031","0.032","0.033","0.0333","0.035","0.036","0.038"
"INTL.27-12-GNB-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GNB-BKWH.A","        Fossil fuels (billion kWh)","0.038","0.039","0.041","0.044","0.046","0.047","0.048","0.05","0.05","0.051","0.03","0.03","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.031","0.032","0.033","0.033","0.034","0.035","0.037"
"INTL.29-12-GNB-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001"
"INTL.33-12-GNB-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-GNB-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001"
"INTL.35-12-GNB-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GNB-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001"
"INTL.117-12-GNB-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-GNB-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001"
"INTL.37-12-GNB-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-GNB-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-GNB-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-GNB-BKWH.A","    Consumption (billion kWh)","0.03534","0.03627","0.03813","0.04092","0.04278","0.04371","0.04464","0.0465","0.0465","0.04743","0.0279","0.0279","0.0186","0.0186","0.0279","0.0279","0.0279","0.0279","0.0279","0.0279","0.0279","0.02883","0.02976","0.03069","0.030969","0.03255","0.03348","0.03534"
"","Guyana","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-GUY-BKWH.A","    Generation (billion kWh)","0.294","0.235","0.219","0.226","0.355","0.539","0.65","0.745","0.804","0.844","0.877","0.91","0.914","0.822","0.858","0.6502","0.6693","0.7044","0.7104","0.7255","0.825248","0.868333","0.904406","0.926489","0.941553","1.004577","1.038205","1.076347"
"INTL.27-12-GUY-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-GUY-BKWH.A","        Fossil fuels (billion kWh)","0.289","0.23","0.214","0.221","0.35","0.534","0.645","0.74","0.798","0.838","0.836","0.863","0.858","0.771","0.802","0.605","0.624","0.657","0.665","0.68","0.815","0.855","0.885","0.904","0.92","0.976","1.016","1.057"
